Date,AAPL,GOOGL,MSFT,AMZN,TSLA,NVDA,META,JPM,V,DIS
2019-12-03,-0.01783012990041144,0.004562118776349378,-0.0016044294803824188,-0.006533461163659049,0.003971701615311352,-0.0075984408177778295,-0.004406608660698863,-0.012854643356074225,0.0006052185596285842,-0.013544115590046979
2019-12-04,0.00882579385655724,0.018690936156838367,0.0036164379212657582,-0.005237417464897476,-0.009428951066637326,0.008475426061397728,-0.0005532930388867374,0.01972575625257278,-0.007146711039373255,-0.002019088860811813
2019-12-05,0.014671042745247664,0.00608069528508981,0.0005338102822227686,-0.011478432267733929,-0.007987205077007897,-0.0032470615268626046,0.0032711775876426152,0.005440404716418712,0.007142827660478357,-0.005664949868482649
2019-12-06,0.01931649454931006,0.009367204961385323,0.012138959728919874,0.006389039145533015,0.016708539482365836,0.016431911741533467,0.00847708460507679,0.014880728430826995,0.0015393761681130602,0.001492233516233732
2019-12-09,-0.01400045528609184,0.0026878701222257106,-0.0025700988824280957,-0.0011931926776630464,0.010836776557687555,0.0,0.0014423704661501446,-0.0046652573378553885,0.004117034954748133,-0.009819925233158888
2019-12-10,0.00584470608484966,-7.440893757637568e-05,-0.0015194339635018483,-0.005887355634324631,0.027420335973247223,0.008530740388414504,-0.002334294290706196,0.0006695607113926805,-0.003608184493772093,-0.0007522867467739669
2019-12-11,0.0085295389378377,0.001012768426498445,0.0037716755579126904,0.005467935101741261,0.011065180701923305,0.015702580331824034,0.006919897213579995,-0.0023793472604760613,-0.0013717834141604435,0.010198446439329434
2019-12-12,0.0025481513317080484,0.0031539912834734896,0.01015171999684572,0.00663920342821922,0.019790216517877823,0.03096512318480471,-0.02724215274699837,0.0286184041787787,0.0034613570101933444,0.0011517157042866266
2019-12-13,0.013593298794174924,-0.0012012824911454834,0.00841764775716114,0.00034646559584494696,-0.0035864603168681564,-0.00035676460922429154,-0.013418116984470152,-0.008766796016861478,0.013688339124913407,-0.0034040667349169995
2019-12-16,0.017117679358050086,0.010268485250834125,0.006471428755006059,0.0046964185941400505,0.06448273954410277,0.005178738887750889,0.01962806193972333,0.003873965427375614,0.005941559968533072,0.014209626110272655
2019-12-17,0.00196534139449156,-0.004270151256898003,-0.0054009817607979516,0.012123992912275838,-0.006579228102730705,0.013946112231187469,0.002374707696381595,0.006115999500655223,-0.0038661095363070608,-0.00491716925618213
2019-12-18,-0.0023894327522204772,-0.00219940676177377,-0.0020685369943156395,-0.00370251419034362,0.03736239645598238,0.005344094807125055,0.02071682164094457,-0.0010130723825086951,-0.00334209443731448,-0.009950666185019608
2019-12-19,0.0010009707408378254,0.003350948750422633,0.008680530521127494,0.004624344595139496,0.02769941872802484,0.02592480530249941,0.017580155276698317,-0.004998418234341329,0.008869655276352528,-0.000752111688002266
2019-12-20,-0.0020712694275178967,-0.0038483257644086333,0.010917828418051334,-0.0032249589345579865,0.003836223506470837,0.016605805507021065,0.0011647970398489527,-0.0008011523819483335,0.007826830430832432,0.004994889093867583
2019-12-23,0.016318297647655244,-0.00043680454922001566,0.0,0.0036384504756830083,0.0336053629419828,-0.002297952410281079,-0.0005817953029493284,-0.0002913668300594807,-0.004893567067540516,-0.01497831610546041
2019-12-24,0.0009509577352118104,-0.00459044094941552,-0.00019055205667528607,-0.00211376350409187,0.014383871042812801,-0.0008372665932875334,-0.005141129354815033,0.002769733882783232,0.00261921586297853,0.004216261783514641
2019-12-26,0.0198401391326124,0.013418427190848847,0.008196724647727027,0.04446651549531899,0.013380370052541224,0.0023889880799465857,0.013016741666303844,0.010611943254351663,0.008476790505318244,0.0028220316641989207
2019-12-27,-0.0003794203945318708,-0.005746941251386306,0.001827409425601445,0.0005511476895359024,-0.0012995234173469594,-0.009699683119070657,0.0014919417718886052,0.0007193396695244214,0.0012157636756644497,0.00034327002819312114
2019-12-30,0.005935076411563767,-0.011021385876213374,-0.008618270923757665,-0.012252649580489328,-0.03643287242176041,-0.019208866469275665,-0.017731831375524143,-0.0036655594910597333,-0.008236804464557879,-0.01358506061628817
2019-12-31,0.007306530849887194,-0.00023889781143249245,0.0006978250762785798,0.0005143848474418178,0.008753267375039453,0.012827346226947922,0.004109322124348891,0.005554615508740257,0.0003727158173618683,0.005981907744950998
2020-01-02,0.022816343126922378,0.02186821242024517,0.018516280674717445,0.02715061035487687,0.0285181750157113,0.019591691387121468,0.02207070168339942,0.012123319637135088,0.017136598409567494,0.024683553129072555
2020-01-03,-0.009721850725708636,-0.005231313816359218,-0.012451619078384546,-0.012139034655920922,0.02963325829792085,-0.016005786807656408,-0.005291326857859158,-0.013196383648693022,-0.007952954954084768,-0.011470949556461663
2020-01-06,0.00796815623136804,0.02665411301421483,0.002584783096596821,0.01488557393050649,0.01925463704513497,0.00419338894493948,0.018833771384157982,-0.0007951480408505684,-0.0021625504845369514,-0.00580213545862629
2020-01-07,-0.004703020525562818,-0.0019316772669150106,-0.009117873781719799,0.0020916204156393725,0.03880052465815398,0.01210678113077912,0.0021635376077033808,-0.01700069016376604,-0.002642735064803725,0.000343387902968173
2020-01-08,0.01608617361875142,0.007117687148332497,0.01592833296917151,-0.007808640261289357,0.04920482578812169,0.0018755734167907878,0.01013803281722403,0.00780120472501733,0.017117805986319068,-0.0020590878024894232
2020-01-09,0.021240743411969465,0.010497996596809278,0.012493042692957035,0.0047991747864684076,-0.021945011900097344,0.010982775688676893,0.014310969416870156,0.0036511359315984926,0.0069300249126535984,-0.003920221784923128
2020-01-10,0.0022605502792056864,0.006458675365015543,-0.0046268499965370635,-0.009410596802031268,-0.006627297633174267,0.005349515781481351,-0.001099416935828046,-0.00996798580515812,0.002690705661668291,-0.0014498806279945597
2020-01-13,0.021364665220175993,0.007746909094346721,0.012024129253136229,0.004322578245699482,0.09768895885093332,0.03135236107121031,0.017655694778962783,0.008304382612158046,0.008051192237643612,-0.005116812667975701
2020-01-14,-0.013503196380670657,-0.00655529473616101,-0.007043137611831951,-0.011558211718052602,0.024882822120200876,-0.01865257140632892,-0.012843146778375836,0.0116618973745799,0.0036857064791766536,0.009174201138925753
2020-01-15,-0.0042855632013349965,0.006018269193936332,0.006476149762284278,-0.003969126548924895,-0.03610201351305786,-0.006915040107650983,0.009540772034709377,-0.014985621862810494,0.01912794491936265,-0.006060497925594932
2020-01-16,0.012526491486795743,0.007615529104939345,0.018323618233271555,0.00854991102959346,-0.009662477636014799,0.013682449259594387,0.0028036226478762583,0.0038766048955063415,0.005755895267949285,0.005543118199621722
2020-01-17,0.011070877115996636,0.020245869848901865,0.005596574594122661,-0.00703966144232826,-0.005822894156913949,0.0014058233778546647,0.001668324729394488,0.006921484135979483,0.018661204327156566,-0.005443718541664144
2020-01-21,-0.006776919902081402,0.0018453314287250056,-0.0035908084580463795,0.014629525206926841,0.07189030619278935,-0.005375404563572439,-0.0031511040156477765,-0.009840736187604282,0.012652571768865917,-0.005334967949885749
2020-01-22,0.003569465327764254,0.001092773599617125,-0.004804774014997237,-0.0023995494624704516,0.04086264444061727,0.008752098361109129,-0.0005419483020673299,-0.0011693160135762826,0.002942745651089318,0.00313451067399928
2020-01-23,0.004815955971580799,0.0005526179265655795,0.006155506390453702,-0.0015259112256781338,0.004635122144013071,0.010995076943250304,-0.007048662941865458,-0.0010242034666195776,-0.006637586712712085,-0.012568561543616519
2020-01-24,-0.0028818130463941216,-0.012473975287780048,-0.010076472378816148,-0.012172426638861644,-0.012897603180825445,-0.009412129955682969,-0.008281641290149633,-0.024827784072340542,-0.007360216065759095,-0.014908457053188107
2020-01-27,-0.029405099655621547,-0.023489730519311913,-0.016723133339491714,-0.01788746376771211,-0.012039272835579595,-0.04104132085272594,-0.01408653172297869,-0.008411649470516092,-0.016146369987362852,-0.029840136234099868
2020-01-28,0.028288930293800307,0.013110042963218271,0.01959571671571725,0.01362436592451366,0.015913383222044608,0.032347994413181036,0.013589683830388388,0.018177725232962683,0.005751420732008405,0.018175058348445017
2020-01-29,0.020932373561656004,0.0042743789345398575,0.015592801827253089,0.0025630978623367717,0.024854513769903885,-0.009799369673567093,0.0249781440359107,-0.00148774975543009,0.009908659408343734,-0.01669428212568813
2020-01-30,-0.0014489964721693394,-0.0016819259923057661,0.028207826921955226,0.006824489189870775,0.10296225866535558,0.0010995855138384858,-0.06137164960569852,0.01236680075440777,0.016352892292548882,0.012861924407590042
